file,source,domain,distorted,name,tr,anom_start,anom_end,length,n_channels,anomaly_ratio,n_anomaly_segments,last_anom_frac,min_seg_len
127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212.txt,UCR,,False,GP711MarkerLFM5z1,5000,6168,6212,12000,1,0.00375,1,0.5176666666666667,45
128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388.txt,UCR,,False,GP711MarkerLFM5z2,5000,7175,7388,12000,1,0.017833333333333333,1,0.6156666666666667,214
129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993.txt,UCR,,False,GP711MarkerLFM5z3,5000,5948,5993,12000,1,0.003833333333333333,1,0.4994166666666667,46
130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645.txt,UCR,,False,GP711MarkerLFM5z4,4000,6527,6645,12000,1,0.009916666666666667,1,0.55375,119
131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.txt,UCR,,False,GP711MarkerLFM5z5,5000,8612,8716,12000,1,0.00875,1,0.7263333333333334,105
132_UCR_Anomaly_InternalBleeding10_3200_4526_4556.txt,UCR,,False,InternalBleeding10,3200,4526,4556,7501,1,0.0041327822956939075,1,0.6073856819090788,31
133_UCR_Anomaly_InternalBleeding14_2800_5607_5634.txt,UCR,,False,InternalBleeding14,2800,5607,5634,7501,1,0.0037328356219170776,1,0.7510998533528863,28
134_UCR_Anomaly_InternalBleeding15_1700_5684_5854.txt,UCR,,False,InternalBleeding15,1700,5684,5854,7601,1,0.0224970398631759,1,0.770161820813051,171
135_UCR_Anomaly_InternalBleeding16_1200_4187_4199.txt,UCR,,False,InternalBleeding16,1200,4187,4199,7501,1,0.0017331022530329288,1,0.5597920277296361,13
136_UCR_Anomaly_InternalBleeding17_1600_3198_3309.txt,UCR,,False,InternalBleeding17,1600,3198,3309,7500,1,0.014933333333333333,1,0.4412,112
137_UCR_Anomaly_InternalBleeding18_2300_4485_4587.txt,UCR,,False,InternalBleeding18,2300,4485,4587,7500,1,0.013733333333333334,1,0.6116,103
138_UCR_Anomaly_InternalBleeding19_3000_4187_4197.txt,UCR,,False,InternalBleeding19,3000,4187,4197,7500,1,0.0014666666666666667,1,0.5596,11
139_UCR_Anomaly_InternalBleeding20_2700_5759_5919.txt,UCR,,False,InternalBleeding20,2700,5759,5919,7500,1,0.021466666666666665,1,0.7892,161
140_UCR_Anomaly_InternalBleeding4_1000_4675_5033.txt,UCR,,False,InternalBleeding4,1000,4675,5033,7321,1,0.04903701680098347,1,0.687474388744707,359
141_UCR_Anomaly_InternalBleeding5_4000_6200_6370.txt,UCR,,False,InternalBleeding5,4000,6200,6370,7415,1,0.02306136210384356,1,0.8590694538098449,171
142_UCR_Anomaly_InternalBleeding6_1500_3474_3629.txt,UCR,,False,InternalBleeding6,1500,3474,3629,7654,1,0.02038149986934936,1,0.4741311732427489,156
143_UCR_Anomaly_InternalBleeding8_2500_5865_5974.txt,UCR,,False,InternalBleeding8,2500,5865,5974,7501,1,0.014664711371817091,1,0.7964271430475937,110
144_UCR_Anomaly_InternalBleeding9_4200_6599_6681.txt,UCR,,False,InternalBleeding9,4200,6599,6681,7501,1,0.011065191307825623,1,0.8906812425009999,83
145_UCR_Anomaly_Lab2Cmac011215EPG1_5000_17210_17260.txt,UCR,,False,Lab2Cmac011215EPG1,5000,17210,17260,30001,1,0.0016999433352221593,1,0.5753141561947935,51
146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932.txt,UCR,,False,Lab2Cmac011215EPG2,5000,27862,27932,29950,1,0.0023706176961602672,1,0.9326210350584307,71
147_UCR_Anomaly_Lab2Cmac011215EPG3_5000_16390_16420.txt,UCR,,False,Lab2Cmac011215EPG3,5000,16390,16420,29950,1,0.001035058430717863,1,0.5482470784641068,31
148_UCR_Anomaly_Lab2Cmac011215EPG4_6000_17390_17520.txt,UCR,,False,Lab2Cmac011215EPG4,6000,17390,17520,30066,1,0.004357081088272467,1,0.5827180203552185,131
149_UCR_Anomaly_Lab2Cmac011215EPG5_7000_17390_17520.txt,UCR,,False,Lab2Cmac011215EPG5,7000,17390,17520,29826,1,0.004392141084959431,1,0.5874069603701468,131
150_UCR_Anomaly_Lab2Cmac011215EPG6_7000_12190_12420.txt,UCR,,False,Lab2Cmac011215EPG6,7000,12190,12420,29859,1,0.007736360896212198,1,0.4159549884456948,231
151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.txt,UCR,,False,MesoplodonDensirostris,10000,19280,19440,24667,1,0.006526938825151011,1,0.7880974581424576,161
152_UCR_Anomaly_PowerDemand1_9000_18485_18821.txt,UCR,,False,PowerDemand1,9000,18485,18821,29931,1,0.01125922956132438,1,0.6288129364204337,337
153_UCR_Anomaly_PowerDemand2_14000_23357_23717.txt,UCR,,False,PowerDemand2,14000,23357,23717,29931,1,0.012061073803080418,1,0.7923891617386656,361
154_UCR_Anomaly_PowerDemand3_16000_23405_23477.txt,UCR,,False,PowerDemand3,16000,23405,23477,29931,1,0.0024389429020079518,1,0.7843707193211052,73
155_UCR_Anomaly_PowerDemand4_18000_24005_24077.txt,UCR,,False,PowerDemand4,18000,24005,24077,29931,1,0.0024389429020079518,1,0.8044168253650061,73
